"","Course Name","Instructor","Section","Course Title","CRN","Subject","Enrollment","Responses","Declines","Department","Number","Course Related Questions Course","Course Related Questions Department","Course Related Questions University","Learning Related Questions Course","Learning Related Questions Department","Learning Related Questions University","Instructor Related Questions Course","Instructor Related Questions Department","Instructor Related Questions University","Instructor Effectiveness Course","Instructor Effectiveness Department","Instructor Effectiveness University","Syllabus Helped Course","Syllabus Helped Department","Syllabus Helped University","Textbook Helped Course","Textbook Helped Department","Textbook Helped University","Online Helped Course","Online Helped Department","Online Helped University","Assignments Helped Course","Assignments Helped Department","Assignments Helped University","Lectures Helped Course","Lectures Helped Department","Lectures Helped University","Inclass Helped Course","Inclass Helped Department","Inclass Helped University","Classroom Technology Helped Course","Classroom Technology Helped Department","Classroom Technology Helped University","Course Was Intellectual Course","Course Was Intellectual Department","Course Was Intellectual University","Learned a Lot Course","Learned a Lot Department","Learned a Lot University","Learned Concepts And Principles Course","Learned Concepts And Principles Department","Learned Concepts And Principles University","Developed Skills Expressing Course","Developed Skills Expressing Department","Developed Skills Expressing University","Learned Analyze and Evaluate Course","Learned Analyze and Evaluate Department","Learned Analyze and Evaluate University","Instructor Communication Skills Course","Instructor Communication Skills Department","Instructor Communication Skills University","Instructor Communicated Course","Instructor Communicated Department","Instructor Communicated University","Instructor Stated Objectives Course","Instructor Stated Objectives Department","Instructor Stated Objectives University","Instructor Covered Stated Course","Instructor Covered Stated Department","Instructor Covered Stated University","Instructor Prepared Course","Instructor Prepared Department","Instructor Prepared University","Instructor Used Class Time Well Course","Instructor Used Class Time Well Department","Instructor Used Class Time Well University","Instructor Provided Feedback Course","Instructor Provided Feedback Department","Instructor Provided Feedback University","Instructor Fairly Evaluated Performance Course","Instructor Fairly Evaluated Performance Department","Instructor Fairly Evaluated Performance University","Would Recommend Course","Would Recommend Department","Would Recommend University","Respected Students Course","Respected Students Department","Respected Students University","Instructor Took Effective Action Course","Instructor Took Effective Action Department","Instructor Took Effective Action University","Instructor Available Outside of Class Course","Instructor Available Outside of Class Department","Instructor Available Outside of Class University","Instructor Displayed Enthusiasm Course","Instructor Displayed Enthusiasm Department","Instructor Displayed Enthusiasm University","Instructor Overall Course","Instructor Overall Department","Instructor Overall University","Spent 1-4 Hours","Spent 5-8 Hours","Spent 9-12 Hours","Spent 13-16 Hours","Spent 17-20 Hours"
"1306","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.3","4.4",NA,NA,NA,"60",NA,"Netwrk Strctrs  Cloud Cmpting (201630: Spring 2016)","Cooper, Julian","01","Netwrk Strctrs  Cloud Cmpting","37077","CSYE","37","17","1","Grad Engineering - Multidiscpl","6225","3.7","3.8","3.9","3.7","4.2","4.2","4.3","4.3","4.1","4.2","4.4","4.4","3.9","3.5","4.1","3.9","3.3","3.6","3.8","3.7","4.3","4.1","4.3","4.3","4.2","4.2","4.2","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.7","4.0","3.8","3.8","4.3","4.3","4.2","4.2","4.3","4.3","4.0","4.1","3.9","4.0","3.8","3.6","3.4","3.3","4.0","4.0","3.6","4.6","3.9","4.1","4.0","4.4","4.4","4.4","4.3","4.4","4.3","4.2","4.3","4.3","4.5","4.3","4.3","4.4","4.4","4.3"
"1307","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.3","4.4",NA,"19",NA,"19","56","Netwrk Strctrs  Cloud Cmpting (201630: Spring 2016)","Biran, Yahav","02","Netwrk Strctrs  Cloud Cmpting","37725","CSYE","11","10","0","Grad Engineering - Multidiscpl","6225","3.8","3.9","3.8","3.6","4.2","4.2","4.3","4.3","4.1","4.2","4.4","4.4","3.8","3.4","3.9","4.2","3.8","3.7","3.9","4.1","4.3","4.1","4.3","4.3","4.2","4.2","4.2","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","3.8","3.8","3.9","4.3","4.3","4.2","4.2","4.3","4.3","4.0","4.1","3.7","3.5","3.7","3.7","3.9","3.9","4.0","4.0","3.3","3.8","3.9","3.6","3.8","4.4","4.4","4.4","4.3","4.4","4.3","4.2","4.3","4.3","4.5","4.3","4.3","4.4","4.4","4.3"
"1308","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.6","4.3","4.4",NA,"30","10","20","40","Big-Data Sys Engr Using Scala (201630: Spring 2016)","Hillyard, Robin","01","Big-Data Sys Engr Using Scala","37076","CSYE","18","14","1","Grad Engineering - Multidiscpl","7200","4.2","4.0","4.4","4.2","4.2","4.2","4.3","4.3","4.1","4.2","4.4","4.4","4.2","4.2","4.2","4.0","4.2","4.1","4.0","4.5","4.3","4.1","4.3","4.3","4.2","4.2","4.2","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.0","3.9","3.9","4.3","4.3","4.2","4.2","4.3","4.3","4.0","4.1","4.4","4.2","4.2","4.3","4.5","4.5","4.5","4.3","4.3","4.5","4.3","4.3","4.6","4.4","4.4","4.4","4.3","4.4","4.3","4.2","4.3","4.3","4.5","4.3","4.3","4.4","4.4","4.3"
"1309","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.3","4.4",NA,NA,NA,"54","31","Parallel  Multithreaded Prog (201630: Spring 2016)","Kokar, Mieczyslaw","01","Parallel  Multithreaded Prog","35524","CSYE","18","8","0","Grad Engineering - Multidiscpl","7215","4.1","4.3","4.6","4.3","4.2","4.2","4.3","4.3","4.1","4.2","4.4","4.4","4.1","4.1","4.5","4.1","4.3","4.0","4.1","3.9","4.3","4.1","4.3","4.3","4.2","4.2","4.2","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.4","4.0","4.4","4.3","4.3","4.2","4.2","4.3","4.3","4.0","4.1","4.6","4.4","4.6","4.8","4.8","4.6","4.4","4.6","4.4","4.6","4.6","4.4","4.8","4.4","4.4","4.4","4.3","4.4","4.3","4.2","4.3","4.3","4.5","4.3","4.3","4.4","4.4","4.3"
"1310","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.3","4.4","13",NA,"25","38","25","Plan/Manage Big-Data Projects (201630: Spring 2016)","Heydari, Kambiz","01","Plan/Manage Big-Data Projects","37104","CSYE","21","12","0","Grad Engineering - Multidiscpl","7250","3.8","3.9","4.0","3.9","4.2","4.2","4.3","4.3","4.1","4.2","4.4","4.4","3.9","3.7","3.9","4.1","3.8","4.1","3.8","3.3","4.3","4.1","4.3","4.3","4.2","4.2","4.2","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","3.8","4.0","3.9","4.3","4.3","4.2","4.2","4.3","4.3","4.0","4.1","4.1","3.8","3.9","4.2","4.3","4.0","3.8","3.9","3.8","4.4","4.2","3.8","4.1","4.4","4.4","4.4","4.3","4.4","4.3","4.2","4.3","4.3","4.5","4.3","4.3","4.4","4.4","4.3"
"1311","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.9","4.3","4.4","8","8","83",NA,NA,"User Experience Design/Testing (201630: Spring 2016)","Chawla, Vishal","01","User Experience Design/Testing","37105","CSYE","31","16","0","Grad Engineering - Multidiscpl","7280","4.5","4.6","4.6","4.6","4.2","4.2","4.3","4.3","4.1","4.2","4.4","4.4","4.4","4.6","4.5","4.6","4.4","4.6","4.5","4.0","4.3","4.1","4.3","4.3","4.2","4.2","4.2","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.6","4.7","4.6","4.3","4.3","4.2","4.2","4.3","4.3","4.0","4.1","4.6","4.5","4.6","4.7","4.5","4.4","4.4","4.6","4.5","4.7","4.7","4.7","4.7","4.4","4.4","4.4","4.3","4.4","4.3","4.2","4.3","4.3","4.5","4.3","4.3","4.4","4.4","4.3"
"1312","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.3","4.4",NA,"25",NA,"38","25","ASL Linguistics (201630: Spring 2016)","Perry, Deborah","01","ASL Linguistics","30129","DEAF","6","4","0","American Sign Language","2700","4.4","4.7","4.6","4.8","4.5","4.7","4.5","4.8","4.1","4.2","4.4","4.4","3.8","0.0","4.5","4.8","4.8","4.8","4.0","4.3","4.4","3.5","4.2","4.7","4.7","4.8","4.0","4.7","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.8","4.0","5.0","4.9","4.8","4.2","4.9","4.3","4.3","4.0","4.1","4.8","4.8","4.8","4.8","4.8","4.8","4.3","4.3","4.8","4.8","4.8","3.8","4.8","4.7","4.5","4.4","4.5","4.5","4.5","4.5","4.3","4.6","4.6","4.6","4.3","4.6","4.4","4.3"
"1313","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.8","4.4",NA,NA,NA,"75",NA,"Collect/Store/Retrieve Data (201630: Spring 2016)","Durant, Kathleen","01","Collect/Store/Retrieve Data","35985","DSCS","50","30","0","Computer Science","6020","3.8","4.0","4.0","3.9","4.0","4.1","4.2","4.2","4.1","4.2","4.4","4.4","3.7","3.7","3.8","3.9","3.4","3.9","3.8","4.2","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.1","3.7","3.9","4.2","4.3","3.8","4.0","4.3","4.3","4.0","4.1","3.9","3.8","4.0","4.0","3.8","3.7","3.8","4.0","3.7","4.2","4.1","4.1","4.0","4.3","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3"
"1314","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.9","4.2","4.4","3","10","30","20","37","Intro Data Mining/Machine Lrn (201630: Spring 2016)","Brown, Nicholas","01","Intro Data Mining/Machine Lrn","36699","DSCS","26","15","0","Computer Science","6030","4.1","4.2","4.3","4.1","4.0","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.1","4.2","4.2","4.4","3.9","3.9","4.0","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","4.0","4.1","4.2","4.3","3.8","4.0","4.3","4.3","4.0","4.1","4.3","4.0","4.2","3.9","4.6","4.3","3.9","4.3","4.0","4.6","4.5","4.7","4.3","4.3","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3"
"1315","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.4",NA,NA,"60",NA,"33","Intro Computational Statistics (201630: Spring 2016)","Czerminski, Ryszard","01","Intro Computational Statistics","36010","DSSH","19","7","0","Pub Policy and Urban Affairs","6301","3.5","3.1","3.4","3.3","4.3","4.3","4.5","4.5","4.1","4.2","4.4","4.4","3.4","3.3","3.4","3.7","3.4","3.6","2.8","4.2","4.2","4.2","4.4","4.4","4.3","4.3","4.0","4.3","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.3","3.3","2.8","3.0","4.3","4.4","4.2","4.3","4.3","4.3","4.0","4.1","3.4","3.0","3.7","4.0","3.7","3.7","2.7","3.3","2.9","3.8","3.4","4.0","3.4","4.6","4.4","4.5","4.5","4.5","4.3","4.3","4.4","4.3","4.7","4.5","4.5","4.6","4.4","4.3"
"1316","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.3","4.5","4.4",NA,NA,NA,"29","57","Intro Computational Statistics (201630: Spring 2016)","Beauchamp, Nicholas","02","Intro Computational Statistics","37310","DSSH","27","20","0","Pub Policy and Urban Affairs","6301","4.2","4.2","4.5","4.2","4.3","4.3","4.5","4.5","4.1","4.2","4.4","4.4","4.4","3.8","4.4","4.5","4.3","4.0","4.1","4.0","4.2","4.2","4.4","4.4","4.3","4.3","4.0","4.3","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.4","4.0","4.3","4.3","4.4","4.2","4.3","4.3","4.3","4.0","4.1","4.7","4.5","4.5","4.5","4.8","4.0","4.2","4.6","4.3","4.8","4.5","4.5","4.6","4.6","4.4","4.5","4.5","4.5","4.3","4.3","4.4","4.3","4.7","4.5","4.5","4.6","4.4","4.3"
"1317","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.5","4.4","10","5","55","25","5","Info Design  Visual Analytics (201630: Spring 2016)","Holroyd, Michael","01","Info Design  Visual Analytics","36624","DSSH","18","9","0","Pub Policy and Urban Affairs","6302","4.2","4.3","4.5","4.7","4.3","4.3","4.5","4.5","4.1","4.2","4.4","4.4","4.3","4.1","4.2","4.6","4.4","4.0","4.0","4.0","4.2","4.2","4.4","4.4","4.3","4.3","4.0","4.3","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.4","4.2","4.4","4.3","4.4","4.2","4.3","4.3","4.3","4.0","4.1","4.4","4.2","4.2","4.6","4.4","4.6","4.3","4.4","4.7","4.8","4.6","4.4","4.4","4.6","4.4","4.5","4.5","4.5","4.3","4.3","4.4","4.3","4.7","4.5","4.5","4.6","4.4","4.3"
"1318","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.5","4.4",NA,NA,"22","44","22","Principles of Macroeconomics (201630: Spring 2016)","Mulumba, Jean-Pierre","G01","Principles of Macroeconomics","32214","ECNM","12","11","0","Special Programs - Semester","1115","4.4","4.4","4.4","4.3","4.4","4.4","4.5","4.4","4.1","4.2","4.4","4.4","4.5","4.5","4.5","4.5","4.3","4.4","4.5","4.5","4.5","4.4","4.5","4.4","4.5","4.5","4.4","4.3","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.3","4.3","4.0","4.1","4.3","4.4","4.4","4.5","4.7","4.6","4.5","4.4","4.2","4.6","4.5","4.3","4.3","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.4","4.6","4.5","4.5","4.5","4.4","4.3"
"1319","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.4","4.4",NA,"27","27","45",NA,"Principles of Macroeconomics (201630: Spring 2016)","Overlan, Lawrence","G02","Principles of Macroeconomics","32215","ECNM","15","12","1","Special Programs - Semester","1115","4.1","4.0","4.3","4.0","4.4","4.4","4.5","4.4","4.1","4.2","4.4","4.4","4.0","4.2","4.1","3.7","4.2","4.1","4.1","4.1","4.5","4.4","4.5","4.4","4.5","4.5","4.4","4.3","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.2","3.5","4.0","4.4","4.4","4.4","4.4","4.3","4.3","4.0","4.1","4.4","4.5","4.2","4.2","4.4","4.3","4.3","4.5","4.3","4.6","4.4","4.0","4.2","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.4","4.6","4.5","4.5","4.5","4.4","4.3"
"1320","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.4","4.4","18","45",NA,"9","18","Principles of Macroeconomics (201630: Spring 2016)","Mulumba, Jean-Pierre","G03","Principles of Macroeconomics","35579","ECNM","20","16","1","Special Programs - Semester","1115","3.8","3.6","3.8","3.7","4.4","4.4","4.5","4.4","4.1","4.2","4.4","4.4","3.6","3.8","3.6","3.8","3.7","3.7","3.8","4.3","4.5","4.4","4.5","4.4","4.5","4.5","4.4","4.3","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.7","3.7","3.5","3.7","4.4","4.4","4.4","4.4","4.3","4.3","4.0","4.1","3.7","3.7","3.7","3.8","4.0","4.2","3.7","3.7","3.5","3.9","3.9","3.8","3.7","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.4","4.6","4.5","4.5","4.5","4.4","4.3"
"1321","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.4","4.4","7","27","27","33","7","Principles of Microeconomics (201630: Spring 2016)","Okojie, Prince Raphael","U14","Principles of Microeconomics","33092","ECNM","8","4","0","Special Programs - Semester","1116","4.1","4.3","4.2","4.0","4.4","4.4","4.5","4.4","4.1","4.2","4.4","4.4","3.8","4.5","4.0","4.3","4.3","4.8","4.0","3.5","4.5","4.4","4.5","4.4","4.5","4.5","4.4","4.3","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","4.0","4.5","4.4","4.4","4.4","4.4","4.3","4.3","4.0","4.1","4.3","4.0","4.0","4.3","4.3","4.3","3.8","4.5","4.3","4.0","4.0","4.0","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.4","4.6","4.5","4.5","4.5","4.4","4.3"
"1322","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.4","4.4",NA,"25","75",NA,NA,"Principles of Macroeconomics (201630: Spring 2016)","Simon, Peter","01","Principles of Macroeconomics","30795","ECON","162","71","5","Economics","1115","4.1","4.1","4.2","4.3","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.0","4.3","4.2","3.8","4.0","3.9","4.0","4.2","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","3.6","4.0","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.5","4.2","4.3","4.3","4.5","4.3","3.7","4.0","4.0","4.5","4.1","3.9","4.5","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1323","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4","24",NA,"42","23","8","Principles of Macroeconomics (201630: Spring 2016)","Simon, Peter","02","Principles of Macroeconomics","30794","ECON","163","79","3","Economics","1115","3.8","3.8","4.0","3.9","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.6","4.2","4.1","3.4","3.5","3.4","3.6","4.1","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.0","3.5","3.8","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.3","4.0","4.2","4.2","4.3","4.0","3.3","3.9","3.7","4.2","3.7","3.6","4.3","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1324","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.9","4.2","4.4","45",NA,"25","16","11","Principles of Macroeconomics (201630: Spring 2016)","Simon, Peter","03","Principles of Macroeconomics","30228","ECON","163","84","6","Economics","1115","4.1","4.0","4.4","4.4","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.0","4.3","4.5","3.8","4.1","4.0","3.9","4.0","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.2","3.6","4.0","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.5","4.4","4.5","4.5","4.5","4.3","4.1","4.3","4.3","4.5","4.2","4.0","4.6","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1325","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","26",NA,"45","22",NA,"Principles of Macroeconomics (201630: Spring 2016)","Erten, Bilge","05","Principles of Macroeconomics","35251","ECON","38","25","2","Economics","1115","3.8","3.7","4.4","4.4","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.7","3.4","4.4","4.0","4.0","3.9","3.5","3.5","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","3.8","3.5","3.7","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.4","4.3","4.2","4.7","4.6","4.0","4.1","4.3","4.4","4.8","4.2","4.3","4.8","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1326","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","70","26","4",NA,NA,"Principles of Microeconomics (201630: Spring 2016)","Porter, Gerald","01","Principles of Microeconomics","30793","ECON","11","5","0","Economics","1116","4.2","4.2","4.2","4.0","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.2","3.4","4.6","3.5","4.4","4.6","4.8","4.0","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.4","3.8","4.0","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.0","4.2","4.6","4.2","4.4","3.8","3.8","4.4","4.0","4.2","4.4","4.4","4.6","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1327","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","20","60",NA,"20",NA,"Principles of Microeconomics (201630: Spring 2016)","Lausev Nikolic, Jelena","02","Principles of Microeconomics","30792","ECON","90","47","1","Economics","1116","3.7","3.5","3.8","3.7","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.6","4.1","4.1","4.0","3.3","3.4","3.6","3.8","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","3.6","3.1","3.5","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","3.9","3.6","4.0","4.0","4.2","3.9","3.2","3.7","3.4","4.3","3.7","3.8","3.9","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1328","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.2","4.4","36",NA,"27","20","16","Principles of Microeconomics (201630: Spring 2016)","Lausev Nikolic, Jelena","03","Principles of Microeconomics","30791","ECON","96","54","6","Economics","1116","3.9","4.0","3.9","3.7","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.9","4.3","4.3","4.2","3.5","3.5","3.6","4.1","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.1","3.6","4.1","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.0","3.6","3.9","4.2","4.2","3.9","3.5","3.9","3.4","4.3","3.8","3.9","3.9","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1329","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.2","4.4","17","35",NA,"33","13","Principles of Microeconomics (201630: Spring 2016)","Kim, Sungwoo","04","Principles of Microeconomics","30790","ECON","48","26","1","Economics","1116","3.7","3.7","3.9","3.8","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.5","3.3","4.0","4.4","3.9","3.7","3.5","3.5","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","3.8","3.3","3.6","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","3.8","3.8","4.0","4.0","4.3","4.3","3.5","3.8","3.6","4.2","3.7","3.7","3.8","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1330","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.4",NA,"36","28","20",NA,"Principles of Microeconomics (201630: Spring 2016)","Kim, Sungwoo","05","Principles of Microeconomics","30330","ECON","46","25","0","Economics","1116","3.7","3.8","3.8","3.6","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.5","3.3","3.7","4.1","3.7","3.4","3.7","3.8","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","3.9","3.6","3.8","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","3.7","3.6","3.8","4.0","4.2","3.9","3.4","3.7","3.5","4.0","3.7","3.5","4.0","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1331","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.6","4.2","4.4","20",NA,"52","20",NA,"Principles of Microeconomics (201630: Spring 2016)","Stone, Michael","06","Principles of Microeconomics","30789","ECON","49","49","1","Economics","1116","4.2","4.1","4.6","4.8","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.9","3.9","4.5","4.3","4.6","4.3","4.2","4.0","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.3","3.5","4.1","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.8","4.6","4.6","4.7","4.7","4.5","4.3","4.5","4.7","4.8","4.5","4.6","4.8","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1332","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4","52",NA,"21","4","19","Principles of Microeconomics (201630: Spring 2016)","Stone, Michael","07","Principles of Microeconomics","33005","ECON","48","48","0","Economics","1116","4.3","4.3","4.8","4.9","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.3","3.6","4.7","4.4","4.6","4.5","4.2","4.3","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","4.0","4.3","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.9","4.8","4.8","4.8","4.9","4.6","4.5","4.8","4.8","4.9","4.8","4.8","4.9","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1333","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4","42",NA,"38",NA,"19","Recitation for ECON 1115 (201630: Spring 2016)","Shi, Xiaolin","01","Recitation for ECON 1115","32755","ECON","22","9","1","Economics","1125","4.2","4.1","4.3","3.9","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.2","4.0","4.3","4.2","4.3","4.3","4.0","4.1","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.1","4.0","4.1","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.3","4.3","4.3","4.3","4.3","4.3","4.0","4.3","4.3","4.4","4.6","4.2","4.1","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
