"title","prof","subject","courseQuestions","learningQuestions","instructorQuestions","wouldRecommend","spentMinimum","spentLow","spentMedium","spentHigh","spentMax"
"ARCH1110 Fundamental Arch Representatn","Smith, Michael","ARCH",4.56666666666667,4.9,4.33333333333333,4.2,NA,NA,NA,NA,NA
"ARCH1110 Fundamental Arch Representatn","Todd, John","ARCH",4.4,4.1,4.3,4.15,NA,NA,NA,NA,78.5
"ARCH1120 Fundamental Arch Design","French, Jennifer","ARCH",4.6,5,4.4,4.3,NA,NA,NA,NA,NA
"ARCH1120 Fundamental Arch Design","Haouzi, Chana","ARCH",4.6,5,4.4,4.3,NA,NA,NA,NA,NA
"ARCH1120 Fundamental Arch Design","Murfield, Adam","ARCH",4.4,5,4.4,4.3,NA,NA,NA,67,NA
"ARCH1120 Fundamental Arch Design","Peek, Benjamin","ARCH",4.35,4.4,4.35,4.2,NA,NA,NA,NA,NA
"ARCH1120 Fundamental Arch Design","Rupnik, Ivan","ARCH",4.1,3.7,4.4,4.3,NA,NA,NA,86,NA
"ARCH1120 Fundamental Arch Design","Todd, John","ARCH",3.6,4.5,4.4,4.3,NA,NA,25,NA,75
"ARCH1310 Arch/Global Culture, Pre-1400","Damas, Carl","ARCH",3.8,0,4.2,4,NA,67,33,NA,NA
"ARCH1310 Arch/Global Culture, Pre-1400","Gregory, Erin","ARCH",3.8,0,4.2,4,NA,67,33,NA,NA
"ARCH1310 Arch/Global Culture, Pre-1400","Hedrick, Christian","ARCH",4.1,4.7,4.4,4.3,NA,47,33,NA,13
"ARCH1310 Arch/Global Culture, Pre-1400","Orwig, Timothy","ARCH",4.3,4.3,4.4,4.3,20,50,30,NA,NA
"ARCH1310 Arch/Global Culture, Pre-1400","Vashist, Saurabh","ARCH",3.8,0,4.2,4,NA,67,33,NA,NA
"ARCH1310 Arch/Global Culture, Pre-1400","Yu, Shuishan","ARCH",3.85,4.325,4.3,4.15,NA,NA,NA,NA,NA
"ARCH1320 Arch/Global Cult, 1400-Present","Brothers, Cammy","ARCH",4.05,4.45,4.4,4.3,36,58,NA,NA,NA
"ARCH1320 Arch/Global Cult, 1400-Present","Lawrence, Amanda","ARCH",4.1,4.8,4.4,4.3,18,NA,61,18,NA
"ARCH1320 Arch/Global Cult, 1400-Present","Orwig, Timothy","ARCH",4.6,4.8,4.3,4.1,NA,17,67,17,NA
"ARCH1350 American Architecture","Orwig, Timothy","ARCH",4,4.8,4.2,4,NA,40,NA,40,NA
"ARCH1450 Understanding Design","Moreau, Lee","ARCH",3.9,4.2,4.2,4,NA,73,22,3,1
"ARCH1450 Understanding Design","Thrush, George","ARCH",4.1,4.35,4.4,4.3,NA,57.5,24.5,12,5
"ARCH2130 Site, Space, and Program","Choi, Sam","ARCH",4.25,4.7,4.3,4.15,NA,NA,NA,NA,NA
"ARCH2130 Site, Space, and Program","Grogan, Michael","ARCH",4.6,5,4.4,4.3,NA,NA,NA,88,NA
"ARCH2130 Site, Space, and Program","Haouzi, Chana","ARCH",4.45,4.8,4.3,4.15,NA,NA,NA,43,NA
"ARCH2130 Site, Space, and Program","Lipschitz, Charlotte","ARCH",3.6,4,4.4,4.3,NA,NA,NA,NA,NA
"ARCH2130 Site, Space, and Program","Mans, Jacob","ARCH",4.3,4.3,4.2,4,NA,NA,11,11,78
"ARCH2130 Site, Space, and Program","Rukamathu, Mark","ARCH",4.3,4.6,4.2,4,NA,NA,NA,80,NA
"ARCH2130 Site, Space, and Program","Senkier, Ryan","ARCH",4.1,4.2,4.2,4,NA,NA,NA,78,NA
"ARCH2140 Urban Institutions","Choi, Sam","ARCH",4.15,4.4,4.4,4.3,NA,NA,NA,25,65
"ARCH2140 Urban Institutions","Grogan, Michael","ARCH",4.35,4.9,4.4,4.3,NA,NA,NA,NA,NA
"ARCH2140 Urban Institutions","Haouzi, Chana","ARCH",4.4,5,4.4,4.3,NA,NA,NA,NA,NA
"ARCH2140 Urban Institutions","Mans, Jacob","ARCH",4,3.5,4.4,4.3,NA,NA,50,NA,50
"ARCH2140 Urban Institutions","Murfield, Adam","ARCH",4.4,4.8,4.4,4.3,NA,NA,NA,63,NA
"ARCH2140 Urban Institutions","Rukamathu, Mark","ARCH",4.1,5,4.4,4.3,NA,NA,NA,NA,NA
"ARCH2170 Urban Research Studio","Eversole, Gary","ARCH",3.6,3.4,4.2,4,NA,NA,NA,NA,NA
"ARCH2170 Urban Research Studio","Lagreze, Kennan","ARCH",4,4,4.4,4.3,NA,NA,NA,NA,NA
"ARCH2230 Structural Systems","Laboy, Michelle","ARCH",3.4,3,4.2,4,2,19,36,28,15
"ARCH2231 Recitation for ARCH 2230","Evans, Marion","ARCH",4.3,4.3,4.2,4,NA,50,25,25,NA
"ARCH2231 Recitation for ARCH 2230","Horwitz, Alison","ARCH",4,4.1,4.2,4,43,29,29,NA,NA
"ARCH2231 Recitation for ARCH 2230","Kurz, Daniel","ARCH",4.1,3.8,4.2,4,33,33,33,NA,NA
"ARCH2240 Architectonic Systems","Espada, Natasha","ARCH",4.6,5,4.4,4.3,17,50,33,NA,NA
"ARCH2240 Architectonic Systems","Sheldahl, Paxton","ARCH",3.9,4.1,4.4,4.3,31,31,15,23,NA
"ARCH2240 Architectonic Systems","Smith, Michael","ARCH",4.7,4.8,4.4,4.3,5,53,32,11,NA
"ARCH2250 Intro to Sust Design in Arch","Mans, Jacob","ARCH",3.9,4.3,4.4,4.3,17,33,NA,33,17
"ARCH2250 Intro to Sust Design in Arch","Tarkhan, Nada","ARCH",4.4,4.8,4.4,4.3,NA,20,60,20,NA
"ARCH2260 Intro to Building Systems","Mesa, Olga","ARCH",3.2,3.2,4.2,4,NA,67,33,NA,NA
"ARCH2260 Intro to Building Systems","Peek, Benjamin","ARCH",3.7,3.8,4.4,4.3,NA,NA,17,58,17
"ARCH2330 Arch, Mod,  City, 1800-1910","Damas, Carl","ARCH",3.9,4.3,4.2,4,23,NA,44,19,10
"ARCH2330 Arch, Mod,  City, 1800-1910","Gregory, Erin","ARCH",3.9,4.3,4.2,4,23,NA,44,19,10
"ARCH2330 Arch, Mod,  City, 1800-1910","Hedrick, Christian","ARCH",3.925,4.325,4.3,4.15,28.25,NA,27,NA,NA
"ARCH2330 Arch, Mod,  City, 1800-1910","Vashist, Saurabh","ARCH",3.9,4.4,4.2,4,23,NA,44,19,10
"ARCH2340 Arch, Mod,  City, 1910-1980","Costa, Xavier","ARCH",4.2,4.45,4.4,4.3,24.5,56,15,NA,NA
"ARCH2340 Arch, Mod,  City, 1910-1980","Dahmubed, Cyrus","ARCH",4.1,4.5,4.4,4.3,29,52,10,10,NA
"ARCH2340 Arch, Mod,  City, 1910-1980","Damas, Carl","ARCH",4.1,4.7,4.4,4.3,29,52,10,10,NA
"ARCH2340 Arch, Mod,  City, 1910-1980","Escobar, Natalia","ARCH",4.1,4.5,4.4,4.3,29,52,10,10,NA
"ARCH2340 Arch, Mod,  City, 1910-1980","Hedrick, Christian","ARCH",4.2,4.5,4.4,4.3,29,NA,29,24,12
"ARCH2360 Design Thinking  Architecture","Whidden, Rebecca","ARCH",4.5,5,4.4,4.3,67,33,NA,NA,NA
"ARCH2550 Real Estate Development/Design","Baranski, Mark","ARCH",4.35,4.45,4.4,4.3,NA,21,32,NA,NA
"ARCH3170 Arch, Infrastructure  City","Adams, Daniel","ARCH",4.5,4.6,4.4,4.3,NA,NA,NA,NA,NA
"ARCH3170 Arch, Infrastructure  City","Bode, Claudia","ARCH",3.6,3.7,4.2,4,NA,NA,NA,NA,NA
"ARCH3170 Arch, Infrastructure  City","Camacho, Ricardo","ARCH",4.7,4.5,4.4,4.3,NA,NA,NA,NA,NA
"ARCH3170 Arch, Infrastructure  City","Garcia, Charles","ARCH",3.9,3.55,4.3,4.15,NA,NA,NA,NA,NA
"ARCH3170 Arch, Infrastructure  City","Kurlbaum, Ryan","ARCH",4.4,4.6,4.4,4.3,NA,NA,NA,88,NA
"ARCH3170 Arch, Infrastructure  City","Lagreze, Kennan","ARCH",3.8,4,4.2,4,NA,NA,NA,90,NA
"ARCH3170 Arch, Infrastructure  City","Mokwete, Hlanganiso","ARCH",3.6,3.6,4.2,4,NA,NA,NA,89,NA
"ARCH3170 Arch, Infrastructure  City","Noyman, Ariel","ARCH",3.7,3.6,4.2,4,NA,NA,60,30,NA
"ARCH3170 Arch, Infrastructure  City","Thrush, George","ARCH",3.8,2.8,4.4,4.3,NA,NA,NA,67,NA
"ARCH3370 Topics - Architectural History","Aidoo, Fallon","ARCH",2.75,2.55,4.3,4.15,62,27,NA,NA,NA
"ARCH3370 Topics - Architectural History","Costa, Xavier","ARCH",3.7,4,4.4,4.3,31.5,48,NA,NA,NA
"ARCH3370 Topics - Architectural History","Hedrick, Christian","ARCH",4.05,4.4,4.4,4.3,26,43,NA,NA,NA
"ARCH3370 Topics - Architectural History","McKellar, Erin","ARCH",3.8,3.7,4.2,4,22,44,33,NA,NA
"ARCH3370 Topics - Architectural History","Yu, Shuishan","ARCH",4.1,4.3,4.4,4.3,14,14,71,NA,NA
"ARCH3450 Advanced Arch Communication","Choi, Sam","ARCH",4.3,4.8,4.5,4.375,NA,NA,36,NA,NA
"ARCH3450 Advanced Arch Communication","Lee, Amanda","ARCH",4.3,4.5,4.5,4.4,NA,NA,10,20,70
"ARCH3450 Advanced Arch Communication","Murphy, Ryan","ARCH",4.3,4.9,4.7,4.5,NA,NA,11,11,78
"ARCH3450 Advanced Arch Communication","Rukamathu, Mark","ARCH",4.36666666666667,4.53333333333333,4.53333333333333,4.4,NA,NA,NA,NA,NA
"ARCH3450 Advanced Arch Communication","Ryan, Christopher","ARCH",4.1,4.3,4.7,4.5,NA,14,NA,29,57
"ARCH3450 Advanced Arch Communication","Smith, Michael","ARCH",4,4.8,4.55,4.4,NA,NA,NA,60.5,NA
"ARCH5110 Housing  Aggregation","Arnold, Matthew","ARCH",4.2,4,4.2,4,NA,NA,NA,NA,NA
"ARCH5110 Housing  Aggregation","Evans, Jonathan","ARCH",4.4,4,4.2,4,NA,NA,NA,88,NA
"ARCH5110 Housing  Aggregation","Iordanova, Stanislava","ARCH",4,4,4.2,4,NA,NA,NA,83,NA
"ARCH5110 Housing  Aggregation","Kostaras, James","ARCH",3.5,3.6,4.4,4.3,NA,13,25,25,38
"ARCH5110 Housing  Aggregation","Mokwete, Hlanganiso","ARCH",3.86666666666667,4,4.4,4.3,NA,NA,NA,75.6666666666667,NA
"ARCH5110 Housing  Aggregation","Rukamathu, Mark","ARCH",4.03333333333333,4.4,4.4,4.3,NA,NA,NA,27.3333333333333,NA
"ARCH5110 Housing  Aggregation","Sheldahl, Paxton","ARCH",4.1,4.875,4.35,4.225,NA,NA,NA,NA,NA
"ARCH5115 Option Studio","Camacho, Ricardo","ARCH",5,5,4.4,4.3,NA,NA,NA,50,NA
"ARCH5115 Option Studio","Thrush, George","ARCH",3.9,3.9,4.4,4.3,NA,NA,NA,NA,67
"ARCH5120 Comprehensive Design Studio","Espada, Natasha","ARCH",3.2,4.3,4.4,4.3,NA,NA,NA,67,NA
"ARCH5120 Comprehensive Design Studio","Fannon, David","ARCH",4.45,4.65,4.4,4.3,NA,NA,NA,NA,NA
"ARCH5120 Comprehensive Design Studio","Illia-Sheldahl, Silvia","ARCH",4.3,4.6,4.4,4.3,NA,NA,NA,NA,NA
"ARCH5120 Comprehensive Design Studio","Laboy, Michelle","ARCH",3.83333333333333,3.6,4.4,4.3,NA,NA,NA,NA,NA
"ARCH5120 Comprehensive Design Studio","LeBlanc, Michael","ARCH",4.16666666666667,4.6,4.4,4.3,NA,NA,NA,NA,NA
"ARCH5120 Comprehensive Design Studio","Mesa, Olga","ARCH",4,3.9,4.4,4.3,NA,NA,NA,NA,NA
"ARCH5120 Comprehensive Design Studio","Moedinger, Marilyn","ARCH",4.3,3.8,4.4,4.3,NA,NA,NA,80,NA
"ARCH5120 Comprehensive Design Studio","Pierce, Matthew","ARCH",3.7,3.8,4.4,4.3,NA,NA,NA,80,NA
"ARCH5120 Comprehensive Design Studio","Riseman, Seth","ARCH",3,3.3,4.4,4.3,NA,NA,NA,75,NA
"ARCH5120 Comprehensive Design Studio","Senkier, Ryan","ARCH",4.1,5,4.4,4.3,NA,NA,NA,NA,NA
"ARCH5120 Comprehensive Design Studio","Sheldahl, Paxton","ARCH",4.5,5,4.4,4.3,NA,NA,NA,NA,NA
"ARCH5120 Comprehensive Design Studio","Wiederspahn, Peter","ARCH",4.5,4.9,4.4,4.3,NA,NA,NA,88,NA
"ARCH5210 Environmental Systems","Fannon, David","ARCH",4.2,4.6,4.4,4.3,2,28,36,25,9
"ARCH5210 Environmental Systems","Mans, Jacob","ARCH",3.9,3.8,4.2,4,3,28,43,21,4
"ARCH5210 Environmental Systems","Yazdanseta, Arta","ARCH",4.4,4.4,4.4,4.3,6,39,28,28,NA
"ARCH5211 Recitation for ARCH 5210","Escobar, Natalia","ARCH",4.2,3.1,4.2,4,17,17,33,17,17
"ARCH5211 Recitation for ARCH 5210","Fishkin, Ariella","ARCH",4.2,4.4,4.4,4.3,NA,NA,NA,NA,80
"ARCH5211 Recitation for ARCH 5210","Greene, Olivia","ARCH",3.8,3.3,4.4,4.3,25,50,NA,25,NA
"ARCH5211 Recitation for ARCH 5210","Henning, Alexander","ARCH",4.3,4.4,4.2,4,14,14,43,29,NA
"ARCH5211 Recitation for ARCH 5210","Krupkoski, Rebecca","ARCH",4.4,4.5,4.4,4.3,13,13,38,NA,38
"ARCH5211 Recitation for ARCH 5210","Kurz, Daniel","ARCH",4.3,4,4.4,4.3,NA,33,67,NA,NA
"ARCH5211 Recitation for ARCH 5210","Laser, Kelsey","ARCH",3.8,4.1,4.2,4,40,50,10,NA,NA
"ARCH5211 Recitation for ARCH 5210","Solomon, Leah","ARCH",3.7,2.8,4.2,4,11,33,33,22,NA
"ARCH5211 Recitation for ARCH 5210","Solomon, Sarah","ARCH",4.2,4.5,4.4,4.3,NA,40,20,20,20
"ARCH5211 Recitation for ARCH 5210","Stokes, Ariel","ARCH",3.9,4,4.2,4,22,67,11,NA,NA
"ARCH5211 Recitation for ARCH 5210","Tzigantcheva, Adriana","ARCH",4.3,4.2,4.2,4,11,33,11,44,NA
"ARCH5220 Integrated Building Systems","Fannon, David","ARCH",4.2,4.4,4.4,4.3,18,NA,35,31,9
"ARCH5220 Integrated Building Systems","Wiederspahn, Peter","ARCH",3.6,4.3,4.4,4.3,37,NA,36,2,24
"ARCH5310 Design Tactics and Operations","Adams, Daniel","ARCH",4.6,4.9,4.4,4.3,11.5,38,NA,11.5,NA
"ARCH5310 Design Tactics and Operations","Camacho, Ricardo","ARCH",4.4,4.6,4.4,4.3,NA,NA,38,NA,38
"ARCH5310 Design Tactics and Operations","Costa, Xavier","ARCH",4.4,4.5,4.4,4.3,38,13,25,NA,25
"ARCH5310 Design Tactics and Operations","Kloeckl, Kristian","ARCH",4.2,4.7,4.4,4.3,7,60,27,7,NA
"ARCH5310 Design Tactics and Operations","Lawrence, Amanda","ARCH",4.1,4.6,4.2,4,50,46,4,NA,NA
"ARCH5310 Design Tactics and Operations","Love, Timothy","ARCH",4.3,4.9,4.4,4.3,NA,NA,62,31,NA
"ARCH5310 Design Tactics and Operations","Rupnik, Ivan","ARCH",4.3,4.7,4.4,4.3,29,14,43,14,NA
"ARCH5310 Design Tactics and Operations","Sheldahl, Paxton","ARCH",3.9,4.3,4.2,4,53,20,27,NA,NA
"ARCH5530 Real Estate Dev  Design","Love, Timothy","ARCH",4.8,5,4.4,4.3,33,50,17,NA,NA
"ARCH6100 Graduate Skills Studio","Sheldahl, Paxton","ARCH",4.6,4.8,4.4,4.3,NA,NA,NA,67,NA
"ARCH6100 Graduate Skills Studio","Smith, Michael","ARCH",4.7,5,4.7,4.5,NA,NA,NA,NA,NA
"ARCH6200 Grad Studio 1: Arch Design","Grogan, Michael","ARCH",4.5,4.8,4.2,4,NA,NA,13,38,50
"ARCH6200 Grad Studio 1: Arch Design","Illia-Sheldahl, Silvia","ARCH",4.4,4.5,4.4,4.3,NA,NA,NA,NA,NA
"ARCH6330 Seminar in Modern Architecture","Costa, Xavier","ARCH",3.7,4.1,4.3,4.15,37.5,39.5,22.5,NA,NA
"ARCH6330 Seminar in Modern Architecture","Haber-Thomson, Lisa","ARCH",4.2,4,4.4,4.3,NA,67,33,NA,NA
"ARCH6330 Seminar in Modern Architecture","Lawrence, Amanda","ARCH",4.5,4.9,4.2,4,21,NA,43,21,NA
"ARCH6330 Seminar in Modern Architecture","Rupnik, Ivan","ARCH",4.5,4.8,4.4,4.3,NA,45,NA,NA,45
"ARCH6340 Graduate Topics Architecture","Adams, Marie","ARCH",4.3,4.7,4.4,4.3,8,54,31,8,NA
"ARCH6340 Graduate Topics Architecture","Baranski, Mark","ARCH",4.2,4.5,4.4,4.3,38.5,36,21.5,NA,NA
"ARCH6340 Graduate Topics Architecture","Camacho, Ricardo","ARCH",3.9,4.5,4.4,4.3,50,NA,50,NA,NA
"ARCH6340 Graduate Topics Architecture","Costa, Xavier","ARCH",4.8,5,4.2,4,25,50,NA,NA,25
"ARCH6340 Graduate Topics Architecture","Laboy, Michelle","ARCH",4.4,4.9,4.4,4.3,10,50,30,10,NA
"ARCH6340 Graduate Topics Architecture","Rupnik, Ivan","ARCH",4.5,4.7,4.4,4.3,10,20,50,20,NA
"ARCH6340 Graduate Topics Architecture","Shatkin, Gavin","ARCH",4.3,4.75,4.4,4.3,NA,NA,68.5,NA,NA
"ARCH6430 Case Studies 1","Munn, Jeremy","ARCH",3.7,4.4,4.4,4.3,41,NA,26,24,6
"ARCH6430 Case Studies 1","Potter, David","ARCH",3.7,3.2,4.4,4.3,41,NA,26,24,6
"ARCH6430 Case Studies 1","Ryan, Christopher","ARCH",3.6,4.3,4.2,4,50,42,8,NA,NA
"ARCH6440 Case Studies 2","Munn, Jeremy","ARCH",3.8,4.5,4.4,4.3,27,NA,41,27,NA
"ARCH6440 Case Studies 2","Potter, David","ARCH",3.8,3.2,4.4,4.3,27,NA,41,27,NA
"ARCH6440 Case Studies 2","Ryan, Christopher","ARCH",3.1,3.6,4.4,4.3,57,43,NA,NA,NA
"ARCH7130 Master's Research Studio","Kloeckl, Kristian","ARCH",2.5,2.1,4.2,4,NA,40,30,NA,20
"ARCH7130 Master's Research Studio","Littell, Matthew","ARCH",4.1,4.9,4.2,4,NA,13,13,38,38
"ARCH7130 Master's Research Studio","Love, Timothy","ARCH",4.5,5,4.4,4.3,NA,17,50,17,17
"ARCH7130 Master's Research Studio","Middleton, David","ARCH",4.4,5,4.2,4,NA,NA,NA,NA,NA
"ARCH7130 Master's Research Studio","Rupnik, Ivan","ARCH",4.6,4.6,4.4,4.3,NA,NA,40,40,NA
"ARCH7130 Master's Research Studio","Ryan, Christopher","ARCH",4.6,4.7,4.2,4,NA,NA,NA,67,NA
"ARCH7130 Master's Research Studio","Smith, Michael","ARCH",4.4,4.7,4.4,4.3,NA,NA,33,67,NA
"ARCH7130 Master's Research Studio","Whitesides, Amy","ARCH",4.6,4.5,4.4,4.3,NA,NA,25,25,50
"ARCH7130 Master's Research Studio","Wiederspahn, Peter","ARCH",4.3,4.7,4.4,4.3,NA,NA,10,40,50
"ARCH7140 Master's Degree Project","Adams, Daniel","ARCH",4.4,4.7,4.4,4.3,NA,NA,NA,83,NA
"ARCH7140 Master's Degree Project","Lee, Amanda","ARCH",3.3,2.9,4.4,4.3,NA,14,29,57,NA
"ARCH7140 Master's Degree Project","Love, Timothy","ARCH",4.6,4.9,4.4,4.3,NA,NA,38,38,NA
"ARCH7140 Master's Degree Project","Middleton, David","ARCH",4,4,4.4,4.3,NA,NA,NA,NA,NA
"ARCH7140 Master's Degree Project","Noyman, Ariel","ARCH",3.7,3.8,4.4,4.3,NA,NA,NA,60,NA
"ARCH7140 Master's Degree Project","Rupnik, Ivan","ARCH",4.5,4.5,4.4,4.3,NA,17,NA,67,17
"ARCH7140 Master's Degree Project","Ryan, Christopher","ARCH",5,5,4.4,4.3,NA,NA,NA,NA,NA
"ARCH7140 Master's Degree Project","Shiles, Bryan","ARCH",3.3,4.1,4.4,4.3,NA,14,29,57,NA
"ARCH7140 Master's Degree Project","Smith, Michael","ARCH",4.3,4.2,4.4,4.3,NA,NA,NA,60,NA
"ARCH7140 Master's Degree Project","Wiederspahn, Peter","ARCH",4.2,4.4,4.4,4.3,NA,NA,11,33,56
"ARTD2100 Narrative Basics","Kanouse, Sarah","ARTD",4.15,4.55,4.35,4.25,25,58.5,NA,NA,NA
"ARTD2100 Narrative Basics","Ormaza, Jean","ARTD",3.74,4.28,4.36,4.22,NA,NA,NA,22.6,NA
"ARTD2100 Narrative Basics","Tames, David","ARTD",4.1,4.65,4.35,4.25,35,45,20,NA,NA
"ARTD2350 Photo Basics for Nonmajors","Boardman, Daniel","ARTD",4.4,5,4.3,4.2,NA,50,50,NA,NA
"ARTD2350 Photo Basics for Nonmajors","Brens, Luis","ARTD",4.23846153846154,4.36923076923077,4.39230769230769,4.24615384615385,NA,NA,NA,NA,NA
"ARTD2350 Photo Basics for Nonmajors","Greitzer, Andrea","ARTD",4.17142857142857,4.25714285714286,4.35714285714286,4.22857142857143,NA,NA,NA,NA,NA
"ARTD2350 Photo Basics for Nonmajors","Jimenez, Carlos","ARTD",3.4,3.4,4.4,4.2,NA,60,20,20,NA
"ARTD2350 Photo Basics for Nonmajors","Kanouse, Sarah","ARTD",4,3.8,4.4,4.3,40,NA,NA,40,NA
"ARTD2350 Photo Basics for Nonmajors","Luong, Tony","ARTD",4.2,4.3,4.4,4.3,22,NA,33,11,22
"ARTD2350 Photo Basics for Nonmajors","Mueller, Dana","ARTD",4.5,4.9,4.35,4.2,NA,55.5,NA,NA,NA
"ARTD2350 Photo Basics for Nonmajors","Myren, Bruce","ARTD",4.6,4.8,4.43333333333333,4.26666666666667,NA,NA,NA,NA,NA
"ARTD2350 Photo Basics for Nonmajors","Raynor, Andrea","ARTD",4.4,4.85,4.55,4.35,15.5,48,30,NA,NA
"ARTD2360 Photo Basics","Greitzer, Andrea","ARTD",4.05,4.3,4.35,4.25,NA,47,NA,NA,NA
"ARTD2360 Photo Basics","Hamilton, Bruce","ARTD",4.3,4.5,4.4,4.3,25,63,13,NA,NA
"ARTD2360 Photo Basics","Jimenez, Carlos","ARTD",3,2.4,4.3,4.2,NA,20,60,20,NA
"ARTD2360 Photo Basics","Luong, Tony","ARTD",4.4,4.6,4.35,4.2,NA,52,NA,NA,NA
"ARTD2361 Photo Tools","Franson, Christopher","ARTD",3.76666666666667,4.1,4.35,4.21666666666667,93,NA,NA,NA,NA
"ARTD2361 Photo Tools","Hamilton, Bruce","ARTD",3.5,4.05,4.35,4.25,80,NA,NA,NA,NA
"ARTD2370 Animation Basics","Andrews, Edwin","ARTD",4.3,4.7,4.35,4.25,NA,NA,NA,NA,53
"ARTD2370 Animation Basics","McCarthy, Michael","ARTD",3.76666666666667,3.86666666666667,4.33333333333333,4.2,NA,NA,NA,36,NA
"ARTD2371 Animation Tools","Falcon, Alex","ARTD",4.65,4.75,4.4,4.25,62.5,37.5,NA,NA,NA
"ARTD2371 Animation Tools","Pietricola, David","ARTD",4.3,5,4.3,4.2,71,14,14,NA,NA
"ARTD2371 Animation Tools","Wiser, Jason","ARTD",4.05,3.95,4.3,4.2,22.5,42.5,NA,NA,22.5
"ARTD2380 Video Basics","Tames, David","ARTD",4.25,4.55,4.35,4.225,NA,30.25,NA,26.75,NA
"ARTD2381 Video Tools","Tames, David","ARTD",4.4,4.8,4.35,4.225,54.75,NA,NA,NA,NA
"ARTD3460 Photography 1","Greitzer, Andrea","ARTD",4,4.5,4.3,4.2,17,33,33,17,NA
"ARTD3460 Photography 1","Raynor, Andrea","ARTD",4.33333333333333,4.66666666666667,4.36666666666667,4.23333333333333,NA,NA,64,NA,NA
"ARTD3470 Animation 1","McCarthy, Michael","ARTD",3.1,2.8,4.4,4.2,NA,NA,NA,NA,NA
"ARTD3470 Animation 1","Paquette, Peter","ARTD",4.1,4.6,4.3,4.2,NA,14,57,14,14
"ARTD3471 Virtual Environment Design","McCarthy, Michael","ARTD",4.5,4.7,4.3,4.2,NA,NA,NA,67,NA
"ARTD3472 Character Design for Animation","McCarthy, Michael","ARTD",3.8,3.4,4.4,4.3,NA,NA,NA,57,NA
"ARTD3472 Character Design for Animation","Wiser, Jason","ARTD",3.9,3.5,4.3,4.2,NA,NA,17,33,50
"ARTD3473 Animation for Games","Paquette, Peter","ARTD",4.1,3.5,4.4,4.3,NA,100,NA,NA,NA
"ARTD3480 Video: Sound and Image","Tames, David","ARTD",4.2,4.65,4.4,4.25,NA,NA,64.5,NA,NA
"ARTD3485 Video Art","Hechtman, Julia","ARTD",4.5,4.85,4.35,4.2,NA,36.5,43.5,NA,NA
"ARTD4530 Media Arts Degree Project 1","Kanouse, Sarah","ARTD",3.4,3.8,4.3,4.2,11,33,11,33,11
"ARTD4530 Media Arts Degree Project 1","McCarthy, Michael","ARTD",4.15,3.85,4.4,4.3,NA,34,NA,52,NA
"ARTD4530 Media Arts Degree Project 1","Raynor, Andrea","ARTD",4.2,4.76666666666667,4.36666666666667,4.26666666666667,NA,27.3333333333333,NA,49,NA
"ARTD4565 Photography 2","Mueller, Dana","ARTD",4.3,4.8,4.3,4.2,NA,25,25,50,NA
"ARTD4565 Photography 2","Raynor, Andrea","ARTD",4.7,5,4.4,4.2,NA,NA,NA,25,50
"ARTD4570 Animation 2","Lane, Nathaniel","ARTD",4.8,5,4.3,4.2,NA,29,14,43,14
"ARTD4570 Animation 2","McCarthy, Michael","ARTD",4,3.8,4.4,4.3,NA,NA,NA,50,NA
"ARTD4575 Animation 3","Anderson, John","ARTD",4.3,4.65,4.35,4.2,NA,NA,NA,NA,NA
"ARTD4577 Digital Sculpture/Model Making","Andrews, Edwin","ARTD",4.2,4.2,4.3,4.2,NA,NA,50,NA,33
"ARTD4582 Collaborative Video","Renzi, Alessandra","ARTD",4.3,4.3,4.3,4.2,14,NA,43,43,NA
"ARTD4660 Studio Photography","Brens, Luis","ARTD",4.15,4.1,4.35,4.25,NA,41,NA,NA,NA
"ARTD4661 Alternative Photo Processes","Mueller, Dana","ARTD",4,4.5,4.35,4.2,NA,37.5,62.5,NA,NA
"ARTD4670 Media Arts Degree Project 2","McCarthy, Michael","ARTD",4.03333333333333,3.8,4.33333333333333,4.2,NA,NA,28,NA,NA
"ARTD4670 Media Arts Degree Project 2","Raynor, Andrea","ARTD",4.36666666666667,4.7,4.33333333333333,4.2,NA,27.6666666666667,16,21,NA
"ARTD5001 Arts in the Public Sphere 1","Kanouse, Sarah","ARTD",4.9,5,4.4,4.3,NA,25,50,25,NA
"ARTD5582 Collaborative Video","Renzi, Alessandra","ARTD",4.5,4.8,4.3,4.2,NA,40,NA,40,NA
"ARTE3901 Art  Design Special Topics","Stone, Janos","ARTE",4.275,4.65,4.35,4.225,NA,NA,NA,NA,NA
"ARTE4901 Special Topics in AD Studio","Aparicio, Ernesto","ARTE",4.4,5,4.4,4.2,NA,NA,NA,57,29
"ARTE5901 Special Topics AD Studio","Aparicio, Ernesto","ARTE",4.4,4.8,4.3,4.2,NA,NA,33,42,17
"ARTE5901 Special Topics AD Studio","Paessel, Noah","ARTE",4,4.2,4.4,4.3,11,33,22,33,NA
"ARTE5901 Special Topics AD Studio","Scott, Douglass","ARTE",4.8,4.95,4.3,4.2,NA,15,45,40,NA
"ARTE5901 Special Topics AD Studio","Tames, David","ARTE",3.9,4,4.35,4.225,NA,NA,26.5,20.25,NA
"ARTF1000 Art  Design at NU","Thorne, Jamal","ARTF",4.04285714285714,4.62857142857143,4.35714285714286,4.24285714285714,85.4285714285714,NA,NA,NA,NA
